,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
芝適性,3,3,56,1,20,10,5,14,6,15,10,1,10,1,6,1,27,1
距離適性,106,60,87,77,58,68,64,58,94,78,81,58,49,87,95,58,80,29
脚質,3,75,1,111,20,98,109,35,100,116,67,116,83,58,1,1,24,116
成長,97,64,69,69,47,62,68,64,99,116,81,82,58,87,58,58,67,116
馬場適性,20,59,15,102,73,37,19,58,37,1,29,20,68,29,15,1,23,1
総合評価,4.58,3.98,4.16,3.82,2.72,3.29,3.86,3.68,3.8,3.5,3.82,3.7,3.2,3.25,3.35,3.25,3.41,3.75
実績評価,4.58,3.98,4.16,3.82,2.72,3.29,3.86,3.68,3.8,3.5,3.82,3.7,3.2,3.25,3.35,3.25,3.41,3.75
ポテンシャル評価,4.67,3.75,3.76,3.45,2.89,3.26,3.61,3.64,2.93,2.6,3.32,3.5,2.8,2.25,3.1,3.0,3.23,3.75
前走レース名,"<a href=""/race/201506040511/"" title=""朝日セントライト記念(G2)"">朝日セントライト記念(G2)</a>","<a href=""/race/201509040711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/201509040711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/201506040511/"" title=""朝日セントライト記念(G2)"">朝日セントライト記念(G2)</a>","<a href=""/race/201506040511/"" title=""朝日セントライト記念(G2)"">朝日セントライト記念(G2)</a>","<a href=""/race/201506040511/"" title=""朝日セントライト記念(G2)"">朝日セントライト記念(G2)</a>","<a href=""/race/201506040511/"" title=""朝日セントライト記念(G2)"">朝日セントライト記念(G2)</a>","<a href=""/race/201506040511/"" title=""朝日セントライト記念(G2)"">朝日セントライト記念(G2)</a>","<a href=""/race/201509040711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/201506040511/"" title=""朝日セントライト記念(G2)"">朝日セントライト記念(G2)</a>","<a href=""/race/201506040609/"" title=""九十九里特別(1000万下)"">九十九里特別(1000万下)</a>","<a href=""/race/201509040711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/201509040711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/201509040310/"" title=""能勢特別(1000万下)"">能勢特別(1000万下)</a>","<a href=""/race/201501020611/"" title=""丹頂S(OP)"">丹頂S(OP)</a>","<a href=""/race/201509040807/"" title=""3歳以上500万下"">3歳以上500万下</a>","<a href=""/race/201509040711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/201510021110/"" title=""玄海特別(1000万下)"">玄海特別(1000万下)</a>"
前走オッズ,12.5,1.9,8.0,12.2,2.9,6.1,4.5,24.0,6.6,30.4,2.8,9.0,89.2,1.8,4.3,22.3,35.9,6.3
前走成績,1,2,1,6,7,5,10,2,13,3,1,7,8,1,14,6,6,1
