,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
芝適性,6,1,1,1,1,1,1,1,1,1,29,1,1,1,58,1,1,58
距離適性,55,111,87,113,107,116,87,116,58,58,58,39,58,58,58,66,58,58
脚質,82,43,97,12,116,116,17,116,87,1,116,116,116,1,58,109,1,58
成長,44,84,102,98,87,58,76,58,58,116,58,29,29,1,58,76,97,58
馬場適性,71,64,24,8,15,29,15,58,58,1,29,29,58,58,116,10,58,58
総合評価,4.87,4.13,4.0,4.16,3.95,3.33,4.06,3.5,3.33,3.5,3.0,3.25,3.75,3.0,1.75,4.03,4.25,4.0
実績評価,4.87,4.13,4.0,4.16,3.95,3.33,4.06,3.5,3.33,3.5,3.0,3.25,3.75,3.0,1.75,4.03,4.25,4.0
ポテンシャル評価,4.88,3.87,3.62,3.91,3.27,2.83,3.81,3.0,3.25,3.17,3.0,3.13,3.38,2.25,1.75,3.81,3.63,4.0
前走レース名,"<a href=""/race/202007020711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/202007020409/"" title=""小牧特別(2勝クラス)"">小牧特別(2勝クラス)</a>","<a href=""/race/202006040511/"" title=""朝日セントライト記念(G2)"">朝日セントライト記念(G2)</a>","<a href=""/race/202007020711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/202001020411/"" title=""札幌記念(G2)"">札幌記念(G2)</a>","<a href=""/race/202007020711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/202007020711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/202006040511/"" title=""朝日セントライト記念(G2)"">朝日セントライト記念(G2)</a>","<a href=""/race/202006040511/"" title=""朝日セントライト記念(G2)"">朝日セントライト記念(G2)</a>","<a href=""/race/202006040511/"" title=""朝日セントライト記念(G2)"">朝日セントライト記念(G2)</a>","<a href=""/race/202007020711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/202005040211/"" title=""毎日王冠(G2)"">毎日王冠(G2)</a>","<a href=""/race/202008040109/"" title=""高雄特別(2勝クラス)"">高雄特別(2勝クラス)</a>","<a href=""/race/202007020711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/202006040610/"" title=""九十九里特別(2勝クラス)"">九十九里特別(2勝クラス)</a>","<a href=""/race/202007020711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/202007020711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/202007020811/"" title=""シリウスS(G3)"">シリウスS(G3)</a>"
前走オッズ,1.1,3.2,3.7,23.5,13.0,112.7,20.3,7.8,4.4,5.9,55.1,8.2,3.3,191.0,3.9,102.8,39.4,65.2
前走成績,1,1,2,4,9,3,2,5,3,1,9,10,1,5,1,7,11,13
