,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
芝適性,4,5,5,81,7,8,9,5,28,7,6,16,6,6,4,15,32,11
距離適性,109,105,75,58,57,73,81,75,56,105,17,60,59,58,49,48,55,61
脚質,96,112,22,54,9,91,102,36,86,99,98,36,34,35,44,10,6,48
成長,94,67,64,62,65,77,77,41,33,86,63,72,40,79,68,63,19,31
馬場適性,45,58,55,29,32,57,48,54,50,81,72,50,63,35,61,45,64,57
総合評価,3.97,3.25,,3.73,3.82,,,,3.0,,3.63,,3.0,3.25,,3.67,2.5,3.5
実績評価,3.97,3.25,,3.73,3.82,,,,3.0,,3.63,,3.0,3.25,,3.67,2.5,3.5
ポテンシャル評価,4.08,2.83,,3.68,3.68,,,,3.0,,3.63,,3.0,3.25,,3.42,2.25,3.5
前走レース名,"<a href=""/race/200209040611/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/200201010411/"" title=""札幌記念(G2)"">札幌記念(G2)</a>","<a href=""/race/200209040611/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/200201010411/"" title=""札幌記念(G2)"">札幌記念(G2)</a>","<a href=""/race/200204040411/"" title=""セントライト記念(G2)"">セントライト記念(G2)</a>","<a href=""/race/200209040611/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/200204040411/"" title=""セントライト記念(G2)"">セントライト記念(G2)</a>","<a href=""/race/200208040111/"" title=""夕刊フジ杯大原S(1600万下)"">夕刊フジ杯大原S(1600万下)</a>","<a href=""/race/200204040411/"" title=""セントライト記念(G2)"">セントライト記念(G2)</a>","<a href=""/race/200209040611/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/200204040411/"" title=""セントライト記念(G2)"">セントライト記念(G2)</a>","<a href=""/race/200209040611/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/200209040611/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/200204040411/"" title=""セントライト記念(G2)"">セントライト記念(G2)</a>","<a href=""/race/200209040611/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/200209040611/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/200209040611/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/200209040611/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>"
前走オッズ,16.1,46.5,10.0,6.1,3.9,14.5,10.3,10.9,7.3,52.9,3.1,115.4,18.3,58.0,15.1,6.7,86.1,5.7
前走成績,6,13,4,4,1,5(降),12,2,4,3,2,15,10,3,9,14,16,2
2走前レース名,"<a href=""/race/200209040209/"" title=""野分特別(1000万下)"">野分特別(1000万下)</a>","<a href=""/race/200205040410/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/200205040410/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/200205040410/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/200205040410/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/200203010611/"" title=""ラジオたんぱ賞(G3)"">ラジオたんぱ賞(G3)</a>","<a href=""/race/200205040410/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/200209040511/"" title=""オークランドRCT(1600万下)"">オークランドRCT(1600万下)</a>","<a href=""/race/200205040410/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/200210030611/"" title=""博多S(1600万下)"">博多S(1600万下)</a>","<a href=""/race/200109050711/"" title=""ラジオたんぱ杯2歳S(G3)"">ラジオたんぱ杯2歳S(G3)</a>","<a href=""/race/200208030511/"" title=""京都新聞杯(G2)"">京都新聞杯(G2)</a>","<a href=""/race/200205040410/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/200205030511/"" title=""プリンシパルS(OP)"">プリンシパルS(OP)</a>","<a href=""/race/200210030411/"" title=""日南特別(1000万下)"">日南特別(1000万下)</a>","<a href=""/race/200209030411/"" title=""宝塚記念(G1)"">宝塚記念(G1)</a>","<a href=""/race/200203010611/"" title=""ラジオたんぱ賞(G3)"">ラジオたんぱ賞(G3)</a>","<a href=""/race/200205040410/"" title=""東京優駿(G1)"">東京優駿(G1)</a>"
2走前オッズ,2.0,54.3,27.5,25.1,30.1,6.4,41.2,2.0,65.3,2.6,1.4,18.1,16.2,6.6,6.5,8.9,4.0,5.0
2走前成績,1,15,4,6,7,2,12,3,9,5,3,2,10,9,1,3,6,8
3走前レース名,"<a href=""/race/200202020810/"" title=""洞爺湖特別(1000万下)"">洞爺湖特別(1000万下)</a>","<a href=""/race/200208030511/"" title=""京都新聞杯(G2)"">京都新聞杯(G2)</a>","<a href=""/race/200205030511/"" title=""プリンシパルS(OP)"">プリンシパルS(OP)</a>","<a href=""/race/200206020811/"" title=""皐月賞(G1)"">皐月賞(G1)</a>","<a href=""/race/200206020811/"" title=""皐月賞(G1)"">皐月賞(G1)</a>","<a href=""/race/200205040405/"" title=""3歳500万下"">3歳500万下</a>","<a href=""/race/200205030311/"" title=""テレビ東京杯青葉賞(G2)"">テレビ東京杯青葉賞(G2)</a>","<a href=""/race/200202020610/"" title=""みなみ北海道特別(1000万下)"">みなみ北海道特別(1000万下)</a>","<a href=""/race/200205030311/"" title=""テレビ東京杯青葉賞(G2)"">テレビ東京杯青葉賞(G2)</a>","<a href=""/race/200210020111/"" title=""西部日刊スポーツ杯(1000万下)"">西部日刊スポーツ杯(1000万下)</a>","<a href=""/race/200105050511/"" title=""東京スポーツ杯2歳S(G3)"">東京スポーツ杯2歳S(G3)</a>","<a href=""/race/200208030109/"" title=""ムーニーバレーRC賞(500万下)"">ムーニーバレーRC賞(500万下)</a>","<a href=""/race/200206020811/"" title=""皐月賞(G1)"">皐月賞(G1)</a>","<a href=""/race/200205030109/"" title=""新緑賞(500万下)"">新緑賞(500万下)</a>","<a href=""/race/200210020408/"" title=""3歳以上500万下"">3歳以上500万下</a>","<a href=""/race/200205040407/"" title=""駒草賞(OP)"">駒草賞(OP)</a>","<a href=""/race/200205040410/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/200206020811/"" title=""皐月賞(G1)"">皐月賞(G1)</a>"
3走前オッズ,4.3,17.1,7.0,10.7,15.2,1.5,24.4,7.8,5.9,3.2,4.8,26.5,19.2,1.3,2.9,1.8,51.2,115.9
3走前成績,3,1,1,7,8,1,2,1,3,1,1,1,2,1,1,1,13,1
