0,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9,Unnamed: 0
オルフェーヴル,ウインバリアシオン,アドマイヤラクティ,ラブリーデイ,ナカヤマナイト,トーセンジョーダン,ダノンバラード,ルルーシュ,ゴールドシップ,ラブイズブーシェ,タマモベストプレイ,カレンミロティック,デスペラード,トゥザグローリー,テイエムイナズマ,ヴェルデグリーン,馬名
池添謙一,岩田康誠,ウィリア,蛯名正義,柴田善臣,内田博幸,川田将雅,福永祐一,ムーア,武豊,和田竜二,戸崎圭太,横山典弘,ルメール,Ｍ．デム,田辺裕信,騎手名
6,4,10,8,15,16,1,9,14,11,7,3,5,13,12,2,枠順
2:32.3,2:33.6,2:35.3,2:35.5,2:35.7,2:35.8,2:37.0,2:42.8,2:33.8,2:34.2,2:34.3,2:34.3,2:34.3,2:34.7,2:34.9,2:34.9,走破タイム
1.6,16.1,14.4,81.1,47.5,24.8,40.9,51.2,4.4,63.7,113.7,28.1,33.8,63.8,110.2,37.4,オッズ
13-13-12-2,9-11-12-4,6-6-3-10,3-3-3-4,3-3-2-4,6-6-3-4,3-3-3-2,1-1-3-16,12-11-8-4,14-15-14-14,9-8-8-4,2-2-1-1,6-8-11-10,9-8-8-10,16-16-16-14,14-14-14-10,通過順位
466(0),534(-4),490(+6),476(-4),498(+4),482(+2),480(-4),512(+8),498(-2),456(+6),496(-6),450(-10),478(+4),530(-4),508(+6),480(+4),馬体重
牡5,牡5,牡5,牡3,牡5,牡7,牡5,牡5,牡4,牡4,牡3,セ5,牡5,牡6,牡3,牡5,性齢
57,57,57,55,57,57,57,57,57,57,55,57,57,57,55,57,斤量
36.0,37.3,39.4,39.7,40.0,39.9,41.2,47.0,37.8,37.6,38.3,38.7,38.1,38.6,37.7,38.4,上がり3ハロン
1,4,3,14,10,5,9,11,2,12,16,6,7,13,15,8,人気
6,3,4,2,5,7,19,,5,4,4,8,63,26,1,3,芝適性
73,96,81,58,54,74,62,,100,62,57,78,91,63,58,58,距離適性
107,109,102,29,78,35,70,,108,87,13,21,98,54,72,95,脚質
74,76,77,89,70,73,59,,74,72,70,70,69,75,66,74,成長
15,32,27,67,50,54,40,,14,62,55,52,54,49,58,49,馬場適性
4.36,4.09,4.17,4.14,3.56,4.16,3.24,,4.16,3.5,3.5,3.84,3.44,3.78,3.0,3.05,総合評価
4.36,4.09,4.17,4.14,3.56,4.16,3.24,,4.16,3.5,3.5,3.84,3.44,3.78,3.0,3.05,実績評価
4.37,3.75,4.31,4.21,3.35,4.15,2.98,,4.15,3.36,3.04,3.8,3.0,3.53,3.08,3.0,ポテンシャル評価
