Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
馬名,エピファネイア,サトノノブレス,バンデ,ラストインパクト,ケイアイチョウサン,フルーキー,アドマイヤスピカ,タマモベストプレイ,アクションスター,ヤマイチパートナー,テイエムイナズマ,ナリタパイレーツ,マジェスティハーツ,インパラトール,ユールシンギング,ダービーフィズ,ヒラボクディープ,ネコタイショウ
騎手名,福永祐一,岩田康誠,松田大作,川田将雅,横山典弘,浜中俊,戸崎圭太,和田竜二,秋山真一,武幸四郎,幸英明,小牧太,武豊,リスポリ,北村宏司,田中勝春,蛯名正義,池添謙一
枠順,3,14,10,17,1,4,16,8,7,6,5,12,18,9,15,13,11,2
走破タイム,3:05.2,3:06.0,3:06.0,3:06.3,3:06.3,3:06.7,3:06.7,3:07.0,3:07.2,3:07.7,3:07.9,3:08.1,3:08.1,3:08.2,3:08.2,3:08.7,3:10.2,3:15.1
オッズ,1.6,19.5,11.5,27.5,25.9,24.9,67.5,43.8,109.9,37.8,74.8,55.5,8.7,57.5,17.5,39.1,82.8,62.9
通過順位,3-3-2-2,7-7-6-4,1-1-1-1,4-4-3-3,9-9-12-13,11-12-9-8,16-16-14-16,5-4-11-8,13-13-14-13,17-17-18-17,15-15-14-11,6-6-3-6,18-18-17-13,9-9-6-6,11-11-6-4,13-13-12-11,7-7-5-10,2-2-9-18
馬体重,486(+6),494(+6),490(+2),486(+4),442(+2),478(-4),486(0),490(+10),464(+6),480(0),502(+6),440(0),494(+6),510(+4),524(+4),444(-6),482(+2),426(-8)
性齢,牡3,牡3,牡3,牡3,牡3,牡3,牡3,牡3,牡3,牡3,牡3,牡3,牡3,牡3,牡3,牡3,牡3,牡3
斤量,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
上がり3ハロン,35.9,36.2,36.9,36.9,35.8,36.8,36.1,36.8,36.7,37.0,37.7,38.5,37.6,38.3,38.5,38.5,40.4,44.0
人気,1,5,3,8,7,6,15,11,18,9,16,12,2,13,4,10,17,14
芝適性,10,4,3,12,1,5,16,4,5,6,1,1,1,10,5,1,1,1
距離適性,75,62,108,76,58,32,53,57,58,111,58,58,73,58,58,63,93,52
脚質,49,75,1,47,116,100,58,13,109,82,72,1,116,116,101,102,83,1
成長,62,62,65,74,67,54,47,70,53,91,66,58,60,58,63,68,58,66
馬場適性,38,57,24,51,29,54,47,55,64,18,58,58,69,68,58,58,75,26
総合評価,4.11,3.44,3.53,3.96,3.07,2.7,3.25,3.5,3.64,3.5,3.0,2.17,2.72,2.75,2.61,3.65,3.79,3.13
実績評価,4.11,3.44,3.53,3.96,3.07,2.7,3.25,3.5,3.64,3.5,3.0,2.17,2.72,2.75,2.61,3.65,3.79,3.13
ポテンシャル評価,3.76,2.87,3.23,3.63,3.0,2.5,2.5,3.04,3.18,3.0,3.08,2.17,2.41,2.5,2.61,2.81,4.07,2.75
前走レース名,"<a href=""/race/201309040711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/201309040711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/201309040909/"" title=""兵庫特別(1000万下)"">兵庫特別(1000万下)</a>","<a href=""/race/201309040711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/201306040511/"" title=""セントライト記念(G2)"">セントライト記念(G2)</a>","<a href=""/race/201309040209/"" title=""野分特別(1000万下)"">野分特別(1000万下)</a>","<a href=""/race/201306040511/"" title=""セントライト記念(G2)"">セントライト記念(G2)</a>","<a href=""/race/201309040711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/201309040711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/201309040711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/201309040711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/201309040711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/201309040711/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/201309040111/"" title=""西宮S(1600万下)"">西宮S(1600万下)</a>","<a href=""/race/201306040511/"" title=""セントライト記念(G2)"">セントライト記念(G2)</a>","<a href=""/race/201306040511/"" title=""セントライト記念(G2)"">セントライト記念(G2)</a>","<a href=""/race/201306040511/"" title=""セントライト記念(G2)"">セントライト記念(G2)</a>","<a href=""/race/201306040810/"" title=""習志野特別(1000万下)"">習志野特別(1000万下)</a>"
前走オッズ,1.4,7.3,3.9,10.5,4.9,1.3,11.5,23.0,56.2,83.6,22.7,189.1,33.6,9.6,6.2,7.9,3.3,18.3
前走成績,1,3,1,7,5,1,3,5,4,10,8,6,2,2,1,2,13,13
2走前レース名,"<a href=""/race/201305021210/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/201304020310/"" title=""信濃川特別(1000万下)"">信濃川特別(1000万下)</a>","<a href=""/race/201306040511/"" title=""セントライト記念(G2)"">セントライト記念(G2)</a>","<a href=""/race/201310020610/"" title=""シンガポールTC賞(1000万下)"">シンガポールTC賞(1000万下)</a>","<a href=""/race/201303020211/"" title=""ラジオNIKKEI賞(G3)"">ラジオNIKKEI賞(G3)</a>","<a href=""/race/201310020609/"" title=""タイランドC(500万下)"">タイランドC(500万下)</a>","<a href=""/race/201305020311/"" title=""テレビ東京杯青葉賞(G2)"">テレビ東京杯青葉賞(G2)</a>","<a href=""/race/201305021210/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/201305021210/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/201302040210/"" title=""支笏湖特別(1000万下)"">支笏湖特別(1000万下)</a>","<a href=""/race/201305021210/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/201306030811/"" title=""皐月賞(G1)"">皐月賞(G1)</a>","<a href=""/race/201307030410/"" title=""長久手特別(1000万下)"">長久手特別(1000万下)</a>","<a href=""/race/201305020511/"" title=""プリンシパルS(OP)"">プリンシパルS(OP)</a>","<a href=""/race/201304021208/"" title=""3歳以上500万下"">3歳以上500万下</a>","<a href=""/race/201304020310/"" title=""信濃川特別(1000万下)"">信濃川特別(1000万下)</a>","<a href=""/race/201305021210/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/201302040512/"" title=""報知杯大雪H(1000万下)"">報知杯大雪H(1000万下)</a>"
2走前オッズ,6.1,2.3,6.2,1.4,22.8,1.6,14.5,64.8,211.7,6.5,120.3,149.9,7.9,5.7,3.8,9.2,20.7,2.4
2走前成績,2,2,6,1,1,1,7,8,14,1,6,11,1,8,1,4,13,10
