Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
芝適性,7,15,13,17,6,7,7,10,6,12,58,7,15,10,9,17,25,11
距離適性,87,88,74,102,63,106,79,64,71,83,56,87,65,67,89,70,31,74
脚質,13,72,45,97,110,8,87,81,94,91,32,81,64,10,24,11,109,67
成長,61,76,67,87,71,95,75,47,70,65,62,99,71,45,82,60,87,68
馬場適性,52,53,31,51,61,36,61,53,54,37,45,72,52,41,67,44,69,51
総合評価,3.78,3.79,3.25,2.88,4.28,3.25,,3.56,3.5,2.75,,,,3.0,3.25,3.25,2.92,
実績評価,3.78,3.79,3.25,2.88,4.28,3.25,,3.56,3.5,2.75,,,,3.0,3.25,3.25,2.92,
ポテンシャル評価,4.0,3.64,3.25,2.38,4.26,3.13,,3.11,3.5,2.75,,,,2.75,3.25,3.38,2.67,
前走レース名,"<a href=""/race/200709040611/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/200708040211/"" title=""京都大賞典(G2)"">京都大賞典(G2)</a>","<a href=""/race/200706040411/"" title=""セントライト記念(G2)"">セントライト記念(G2)</a>","<a href=""/race/200709040809/"" title=""兵庫特別(1000万下)"">兵庫特別(1000万下)</a>","<a href=""/race/200709040611/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/200709040611/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/200709040611/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/200709040611/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/200709040611/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/200709040611/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/200708040210/"" title=""花背特別(1000万下)"">花背特別(1000万下)</a>","<a href=""/race/200709040809/"" title=""兵庫特別(1000万下)"">兵庫特別(1000万下)</a>","<a href=""/race/200706040809/"" title=""習志野特別(1000万下)"">習志野特別(1000万下)</a>","<a href=""/race/200706040611/"" title=""産経賞オールカマー(G2)"">産経賞オールカマー(G2)</a>","<a href=""/race/200709040611/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/200709040611/"" title=""神戸新聞杯(G2)"">神戸新聞杯(G2)</a>","<a href=""/race/200709040609/"" title=""甲東特別(1000万下)"">甲東特別(1000万下)</a>","<a href=""/race/200705040310/"" title=""本栖湖特別(1000万下)"">本栖湖特別(1000万下)</a>"
前走オッズ,18.2,25.9,2.9,9.5,4.2,14.4,108.5,2.4,24.7,31.7,14.6,3.1,3.2,5.3,34.2,3.7,2.5,8.2
前走成績,2,3,1,3,1,4,10,12,6,7,1,1,1,9,8,3,1,3
2走前レース名,"<a href=""/race/200709030411/"" title=""宝塚記念(G1)"">宝塚記念(G1)</a>","<a href=""/race/200709010209/"" title=""すみれS(OP)"">すみれS(OP)</a>","<a href=""/race/200703020611/"" title=""ラジオNIKKEI賞(G3)"">ラジオNIKKEI賞(G3)</a>","<a href=""/race/200703020611/"" title=""ラジオNIKKEI賞(G3)"">ラジオNIKKEI賞(G3)</a>","<a href=""/race/200705030410/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/200701010511/"" title=""阿寒湖特別(1000万下)"">阿寒湖特別(1000万下)</a>","<a href=""/race/200705030412/"" title=""目黒記念(G2)"">目黒記念(G2)</a>","<a href=""/race/200705030410/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/200705030410/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/200705030410/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/200705030511/"" title=""ユニコーンS(G3)"">ユニコーンS(G3)</a>","<a href=""/race/200701010710/"" title=""富良野特別(500万下)"">富良野特別(500万下)</a>","<a href=""/race/200706040207/"" title=""3歳以上500万下"">3歳以上500万下</a>","<a href=""/race/200705030410/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/200702020709/"" title=""みなみ北海道S(OP)"">みなみ北海道S(OP)</a>","<a href=""/race/200705030410/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/200704030707/"" title=""3歳以上500万下"">3歳以上500万下</a>","<a href=""/race/200705030807/"" title=""3歳500万下"">3歳500万下</a>"
2走前オッズ,55.5,14.7,5.0,12.2,32.8,3.4,20.4,1.6,23.7,21.1,164.9,2.4,6.6,33.0,2.7,8.2,2.4,3.5
2走前成績,15,1,1,8,5,1,11,7,11,16,15,1,1,4,7,9,1,1
3走前レース名,"<a href=""/race/200705030410/"" title=""東京優駿(G1)"">東京優駿(G1)</a>","<a href=""/race/200706010511/"" title=""京成杯(G3)"">京成杯(G3)</a>","<a href=""/race/200707020709/"" title=""マカオJCT(500万下)"">マカオJCT(500万下)</a>","<a href=""/race/200705030706/"" title=""3歳500万下"">3歳500万下</a>","<a href=""/race/200706030811/"" title=""皐月賞(G1)"">皐月賞(G1)</a>","<a href=""/race/200703020111/"" title=""福島市制施行100周(1000万下)"">福島市制施行100周(1000万下)</a>","<a href=""/race/200708030511/"" title=""京都新聞杯(G2)"">京都新聞杯(G2)</a>","<a href=""/race/200706030811/"" title=""皐月賞(G1)"">皐月賞(G1)</a>","<a href=""/race/200708030511/"" title=""京都新聞杯(G2)"">京都新聞杯(G2)</a>","<a href=""/race/200705020311/"" title=""テレビ東京杯青葉賞(G2)"">テレビ東京杯青葉賞(G2)</a>","<a href=""/race/200750050410/"" title=""兵庫チャンピオンシッ(G2)"">兵庫チャンピオンシッ(G2)</a>","<a href=""/race/200702020807/"" title=""3歳以上500万下"">3歳以上500万下</a>","<a href=""/race/200704030608/"" title=""3歳以上500万下"">3歳以上500万下</a>","<a href=""/race/200706030811/"" title=""皐月賞(G1)"">皐月賞(G1)</a>","<a href=""/race/200702020308/"" title=""松前特別(1000万下)"">松前特別(1000万下)</a>","<a href=""/race/200706030811/"" title=""皐月賞(G1)"">皐月賞(G1)</a>","<a href=""/race/200704020808/"" title=""3歳以上500万下"">3歳以上500万下</a>","<a href=""/race/200705020511/"" title=""プリンシパルS(OP)"">プリンシパルS(OP)</a>"
3走前オッズ,84.5,35.6,3.4,15.1,8.5,5.4,22.7,3.7,3.9,5.7,5.9,3.6,10.1,100.6,3.0,17.3,2.5,19.5
3走前成績,2,3,1,1,8,2,2,3,1,1,5,3,8,2,1,1,3,12(降)
